Rotation,Crop_ID,Corn_weed_management,Crop,Parameter,Rank,Value,Value_rounded
2-year,C2,conventional,corn,t_11_s,21,0.741066632,0.74
2-year,C2,conventional,corn,t_21_s,23,0.809579483,0.81
2-year,C2,conventional,corn,t_12_s,27,1.655912435,1.66
2-year,C2,conventional,corn,t_22_s,28,1.809004311,1.81
2-year,C2,conventional,corn,d,18,0.601415719,0.6
2-year,C2,conventional,corn,g_1,1,0,0
2-year,C2,conventional,corn,g_2,1,0,0
2-year,C2,conventional,corn,g_3,1,0,0
2-year,C2,conventional,corn,g_4,1,0,0
2-year,C2,conventional,corn,g_5,1,0,0
2-year,C2,conventional,corn,g_6,1,0,0
2-year,C2,conventional,corn,s_s1,14,0.432755046,0.43
2-year,C2,conventional,corn,s_s2,15,0.495470508,0.5
2-year,C2,conventional,corn,s_p1,1,0,0
2-year,C2,conventional,corn,s_p2,1,0,0
2-year,C2,conventional,corn,s_p3,1,0,0
2-year,C2,conventional,corn,s_p4,1,0,0
2-year,C2,conventional,corn,s_p5,1,0,0
2-year,C2,conventional,corn,s_p6,1,0,0
2-year,C2,conventional,corn,f_1,31,188.39577,188.4
2-year,C2,conventional,corn,f_2,30,44.99287244,44.99
2-year,C2,conventional,corn,f_3,29,10.27498749,10.27
2-year,C2,conventional,corn,f_4,26,1.65092107,1.65
2-year,C2,conventional,corn,f_5,17,0.593224874,0.59
2-year,C2,conventional,corn,f_6,22,0.743668953,0.74
2-year,C2,conventional,corn,t_11_f,16,0.522697207,0.52
2-year,C2,conventional,corn,t_21_f,20,0.669710555,0.67
2-year,C2,conventional,corn,t_12_f,24,0.949920647,0.95
2-year,C2,conventional,corn,t_22_f,25,1.217094475,1.22
2-year,C2,conventional,corn,o_11,19,0.642590375,0.64
2-year,C2,conventional,corn,o_22,13,0.414172641,0.41
2-year,C2,low,corn,t_11_s,23,0.388316004,0.39
2-year,C2,low,corn,t_21_s,24,0.424216469,0.42
2-year,C2,low,corn,t_12_s,27,0.867691611,0.87
2-year,C2,low,corn,t_22_s,28,0.947911153,0.95
2-year,C2,low,corn,d,20,0.315139474,0.32
2-year,C2,low,corn,g_1,1,0,0
2-year,C2,low,corn,g_2,1,0,0
2-year,C2,low,corn,g_3,1,0,0
2-year,C2,low,corn,g_4,1,0,0
2-year,C2,low,corn,g_5,1,0,0
2-year,C2,low,corn,g_6,1,0,0
2-year,C2,low,corn,s_s1,17,0.226761944,0.23
2-year,C2,low,corn,s_s2,18,0.2596246,0.26
2-year,C2,low,corn,s_p1,1,0,0
2-year,C2,low,corn,s_p2,1,0,0
2-year,C2,low,corn,s_p3,1,0,0
2-year,C2,low,corn,s_p4,1,0,0
2-year,C2,low,corn,s_p5,1,0,0
2-year,C2,low,corn,s_p6,1,0,0
2-year,C2,low,corn,f_1,31,19.17949692,19.18
2-year,C2,low,corn,f_2,30,4.580467271,4.58
2-year,C2,low,corn,f_3,29,1.046037769,1.05
2-year,C2,low,corn,f_4,15,0.168070841,0.17
2-year,C2,low,corn,f_5,13,0.060392835,0.06
2-year,C2,low,corn,f_6,14,0.075708687,0.08
2-year,C2,low,corn,t_11_f,19,0.273891284,0.27
2-year,C2,low,corn,t_21_f,22,0.3509257,0.35
2-year,C2,low,corn,t_12_f,25,0.497754688,0.5
2-year,C2,low,corn,t_22_f,26,0.637752724,0.64
2-year,C2,low,corn,o_11,21,0.336714833,0.34
2-year,C2,low,corn,o_22,16,0.217024837,0.22
2-year,S2,conventional,soybean,t_11_s,23,0.828123785,0.83
2-year,S2,conventional,soybean,t_21_s,27,1.194916156,1.19
2-year,S2,conventional,soybean,t_12_s,24,0.864510639,0.86
2-year,S2,conventional,soybean,t_22_s,29,1.247419466,1.25
2-year,S2,conventional,soybean,d,26,1.007870107,1.01
2-year,S2,conventional,soybean,g_1,1,0,0
2-year,S2,conventional,soybean,g_2,1,0,0
2-year,S2,conventional,soybean,g_3,1,0,0
2-year,S2,conventional,soybean,g_4,1,0,0
2-year,S2,conventional,soybean,g_5,1,0,0
2-year,S2,conventional,soybean,g_6,1,0,0
2-year,S2,conventional,soybean,s_s1,13,0.083366271,0.08
2-year,S2,conventional,soybean,s_s2,19,0.304578336,0.3
2-year,S2,conventional,soybean,s_p1,1,0,0
2-year,S2,conventional,soybean,s_p2,1,0,0
2-year,S2,conventional,soybean,s_p3,1,0,0
2-year,S2,conventional,soybean,s_p4,1,0,0
2-year,S2,conventional,soybean,s_p5,1,0,0
2-year,S2,conventional,soybean,s_p6,1,0,0
2-year,S2,conventional,soybean,f_1,30,2.812644543,2.81
2-year,S2,conventional,soybean,f_2,31,15.44983644,15.45
2-year,S2,conventional,soybean,f_3,28,1.229125383,1.23
2-year,S2,conventional,soybean,f_4,25,0.889657736,0.89
2-year,S2,conventional,soybean,f_5,21,0.710331512,0.71
2-year,S2,conventional,soybean,f_6,20,0.676611189,0.68
2-year,S2,conventional,soybean,t_11_f,14,0.100777437,0.1
2-year,S2,conventional,soybean,t_21_f,15,0.10194502,0.1
2-year,S2,conventional,soybean,t_12_f,17,0.263210864,0.26
2-year,S2,conventional,soybean,t_22_f,18,0.266260359,0.27
2-year,S2,conventional,soybean,o_11,22,0.784084086,0.78
2-year,S2,conventional,soybean,o_22,16,0.193962104,0.19
2-year,S2,low,soybean,t_11_s,21,0.43393361,0.43
2-year,S2,low,soybean,t_21_s,24,0.626131372,0.63
2-year,S2,low,soybean,t_12_s,22,0.453000179,0.45
2-year,S2,low,soybean,t_22_s,25,0.6536429,0.65
2-year,S2,low,soybean,d,23,0.528119977,0.53
2-year,S2,low,soybean,g_1,1,0,0
2-year,S2,low,soybean,g_2,1,0,0
2-year,S2,low,soybean,g_3,1,0,0
2-year,S2,low,soybean,g_4,1,0,0
2-year,S2,low,soybean,g_5,1,0,0
2-year,S2,low,soybean,g_6,1,0,0
2-year,S2,low,soybean,s_s1,13,0.043683599,0.04
2-year,S2,low,soybean,s_s2,19,0.159597851,0.16
2-year,S2,low,soybean,s_p1,1,0,0
2-year,S2,low,soybean,s_p2,1,0,0
2-year,S2,low,soybean,s_p3,1,0,0
2-year,S2,low,soybean,s_p4,1,0,0
2-year,S2,low,soybean,s_p5,1,0,0
2-year,S2,low,soybean,s_p6,1,0,0
2-year,S2,low,soybean,f_1,30,6.53764341,6.54
2-year,S2,low,soybean,f_2,31,35.91122867,35.91
2-year,S2,low,soybean,f_3,29,2.856949513,2.86
2-year,S2,low,soybean,f_4,28,2.06789907,2.07
2-year,S2,low,soybean,f_5,27,1.651077502,1.65
2-year,S2,low,soybean,f_6,26,1.572698794,1.57
2-year,S2,low,soybean,t_11_f,14,0.052806981,0.05
2-year,S2,low,soybean,t_21_f,15,0.05341879,0.05
2-year,S2,low,soybean,t_12_f,17,0.137921459,0.14
2-year,S2,low,soybean,t_22_f,18,0.139519382,0.14
2-year,S2,low,soybean,o_11,20,0.410856981,0.41
2-year,S2,low,soybean,o_22,16,0.101635381,0.1
3-year,C3,conventional,corn,t_11_s,14,0.019247438,0.02
3-year,C3,conventional,corn,t_21_s,16,0.095121228,0.1
3-year,C3,conventional,corn,t_12_s,22,0.41530226,0.42
3-year,C3,conventional,corn,t_22_s,26,2.052432134,2.05
3-year,C3,conventional,corn,d,21,0.302406663,0.3
3-year,C3,conventional,corn,g_1,1,0,0
3-year,C3,conventional,corn,g_2,1,0,0
3-year,C3,conventional,corn,g_3,1,0,0
3-year,C3,conventional,corn,g_4,1,0,0
3-year,C3,conventional,corn,g_5,1,0,0
3-year,C3,conventional,corn,g_6,1,0,0
3-year,C3,conventional,corn,s_s1,13,0.011562992,0.01
3-year,C3,conventional,corn,s_s2,20,0.237619387,0.24
3-year,C3,conventional,corn,s_p1,10,2.28E-07,0
3-year,C3,conventional,corn,s_p2,11,4.14E-07,0
3-year,C3,conventional,corn,s_p3,12,4.39E-06,0
3-year,C3,conventional,corn,s_p4,9,1.57E-07,0
3-year,C3,conventional,corn,s_p5,8,9.29E-09,0
3-year,C3,conventional,corn,s_p6,7,2.28E-10,0
3-year,C3,conventional,corn,f_1,29,44.59761522,44.6
3-year,C3,conventional,corn,f_2,31,79.12513849,79.13
3-year,C3,conventional,corn,f_3,30,51.73562348,51.74
3-year,C3,conventional,corn,f_4,28,34.03545452,34.04
3-year,C3,conventional,corn,f_5,27,5.092405554,5.09
3-year,C3,conventional,corn,f_6,25,1.645250086,1.65
3-year,C3,conventional,corn,t_11_f,15,0.062172697,0.06
3-year,C3,conventional,corn,t_21_f,19,0.203102111,0.2
3-year,C3,conventional,corn,t_12_f,18,0.193358985,0.19
3-year,C3,conventional,corn,t_22_f,23,0.631653758,0.63
3-year,C3,conventional,corn,o_11,17,0.107702711,0.11
3-year,C3,conventional,corn,o_22,24,1.159515567,1.16
3-year,C3,low,corn,t_11_s,14,0.014592288,0.01
3-year,C3,low,corn,t_21_s,16,0.072115383,0.07
3-year,C3,low,corn,t_12_s,22,0.314858022,0.31
3-year,C3,low,corn,t_22_s,26,1.556034687,1.56
3-year,C3,low,corn,d,21,0.229267146,0.23
3-year,C3,low,corn,g_1,1,0,0
3-year,C3,low,corn,g_2,1,0,0
3-year,C3,low,corn,g_3,1,0,0
3-year,C3,low,corn,g_4,1,0,0
3-year,C3,low,corn,g_5,1,0,0
3-year,C3,low,corn,g_6,1,0,0
3-year,C3,low,corn,s_s1,13,0.008766388,0.01
3-year,C3,low,corn,s_s2,20,0.180149201,0.18
3-year,C3,low,corn,s_p1,10,1.73E-07,0
3-year,C3,low,corn,s_p2,11,3.14E-07,0
3-year,C3,low,corn,s_p3,12,3.33E-06,0
3-year,C3,low,corn,s_p4,9,1.19E-07,0
3-year,C3,low,corn,s_p5,8,7.04E-09,0
3-year,C3,low,corn,s_p6,7,1.73E-10,0
3-year,C3,low,corn,f_1,29,15.40484648,15.4
3-year,C3,low,corn,f_2,31,27.33129575,27.33
3-year,C3,low,corn,f_3,30,17.87044741,17.87
3-year,C3,low,corn,f_4,28,11.75647956,11.76
3-year,C3,low,corn,f_5,27,1.759011673,1.76
3-year,C3,low,corn,f_6,24,0.568300006,0.57
3-year,C3,low,corn,t_11_f,15,0.047135724,0.05
3-year,C3,low,corn,t_21_f,19,0.153980209,0.15
3-year,C3,low,corn,t_12_f,18,0.146593538,0.15
3-year,C3,low,corn,t_22_f,23,0.478883146,0.48
3-year,C3,low,corn,o_11,17,0.081653932,0.08
3-year,C3,low,corn,o_22,25,0.879077273,0.88
3-year,S3,conventional,soybean,t_11_s,20,0.186359848,0.19
3-year,S3,conventional,soybean,t_21_s,25,0.492382177,0.49
3-year,S3,conventional,soybean,t_12_s,26,0.625795736,0.63
3-year,S3,conventional,soybean,t_22_s,31,1.653417677,1.65
3-year,S3,conventional,soybean,d,18,0.102590508,0.1
3-year,S3,conventional,soybean,g_1,1,0,0
3-year,S3,conventional,soybean,g_2,1,0,0
3-year,S3,conventional,soybean,g_3,1,0,0
3-year,S3,conventional,soybean,g_4,1,0,0
3-year,S3,conventional,soybean,g_5,1,0,0
3-year,S3,conventional,soybean,g_6,1,0,0
3-year,S3,conventional,soybean,s_s1,16,0.045977066,0.05
3-year,S3,conventional,soybean,s_s2,27,0.665373953,0.67
3-year,S3,conventional,soybean,s_p1,12,9.32E-06,0
3-year,S3,conventional,soybean,s_p2,11,3.63E-07,0
3-year,S3,conventional,soybean,s_p3,10,6.05E-10,0
3-year,S3,conventional,soybean,s_p4,9,4.61E-13,0
3-year,S3,conventional,soybean,s_p5,7,5.12E-16,0
3-year,S3,conventional,soybean,s_p6,8,4.05E-15,0
3-year,S3,conventional,soybean,f_1,30,1.314753869,1.31
3-year,S3,conventional,soybean,f_2,22,0.259159641,0.26
3-year,S3,conventional,soybean,f_3,17,0.061368614,0.06
3-year,S3,conventional,soybean,f_4,13,0.00157465,0
3-year,S3,conventional,soybean,f_5,14,0.007373488,0.01
3-year,S3,conventional,soybean,f_6,15,0.020962737,0.02
3-year,S3,conventional,soybean,t_11_f,19,0.110532241,0.11
3-year,S3,conventional,soybean,t_21_f,24,0.285604757,0.29
3-year,S3,conventional,soybean,t_12_f,23,0.280296222,0.28
3-year,S3,conventional,soybean,t_22_f,28,0.724258677,0.72
3-year,S3,conventional,soybean,o_11,21,0.190868864,0.19
3-year,S3,conventional,soybean,o_22,29,1.164133059,1.16
3-year,S3,low,soybean,t_11_s,20,0.141287199,0.14
3-year,S3,low,soybean,t_21_s,25,0.373295533,0.37
3-year,S3,low,soybean,t_12_s,26,0.474441935,0.47
3-year,S3,low,soybean,t_22_s,31,1.25352513,1.25
3-year,S3,low,soybean,d,18,0.077778157,0.08
3-year,S3,low,soybean,g_1,1,0,0
3-year,S3,low,soybean,g_2,1,0,0
3-year,S3,low,soybean,g_3,1,0,0
3-year,S3,low,soybean,g_4,1,0,0
3-year,S3,low,soybean,g_5,1,0,0
3-year,S3,low,soybean,g_6,1,0,0
3-year,S3,low,soybean,s_s1,16,0.034857138,0.03
3-year,S3,low,soybean,s_s2,27,0.504447837,0.5
3-year,S3,low,soybean,s_p1,12,7.07E-06,0
3-year,S3,low,soybean,s_p2,11,2.75E-07,0
3-year,S3,low,soybean,s_p3,10,4.59E-10,0
3-year,S3,low,soybean,s_p4,9,3.49E-13,0
3-year,S3,low,soybean,s_p5,7,3.88E-16,0
3-year,S3,low,soybean,s_p6,8,3.07E-15,0
3-year,S3,low,soybean,f_1,29,0.850057683,0.85
3-year,S3,low,soybean,f_2,22,0.167560369,0.17
3-year,S3,low,soybean,f_3,17,0.039678044,0.04
3-year,S3,low,soybean,f_4,13,0.001018094,0
3-year,S3,low,soybean,f_5,14,0.004767349,0
3-year,S3,low,soybean,f_6,15,0.013553515,0.01
3-year,S3,low,soybean,t_11_f,19,0.083799117,0.08
3-year,S3,low,soybean,t_21_f,24,0.216528917,0.22
3-year,S3,low,soybean,t_12_f,23,0.212504295,0.21
3-year,S3,low,soybean,t_22_f,28,0.54909081,0.55
3-year,S3,low,soybean,o_11,21,0.144705673,0.14
3-year,S3,low,soybean,o_22,30,0.882577987,0.88
3-year,O3,conventional,oat,t_11_s,20,0.355996549,0.36
3-year,O3,conventional,oat,t_21_s,27,0.851695733,0.85
3-year,O3,conventional,oat,t_12_s,25,0.745684895,0.75
3-year,O3,conventional,oat,t_22_s,29,1.783996625,1.78
3-year,O3,conventional,oat,d,21,0.429303631,0.43
3-year,O3,conventional,oat,g_1,1,0,0
3-year,O3,conventional,oat,g_2,1,0,0
3-year,O3,conventional,oat,g_3,1,0,0
3-year,O3,conventional,oat,g_4,1,0,0
3-year,O3,conventional,oat,g_5,1,0,0
3-year,O3,conventional,oat,g_6,1,0,0
3-year,O3,conventional,oat,s_s1,14,0.009801752,0.01
3-year,O3,conventional,oat,s_s2,24,0.539910001,0.54
3-year,O3,conventional,oat,s_p1,11,9.35E-07,0
3-year,O3,conventional,oat,s_p2,12,6.16E-06,0
3-year,O3,conventional,oat,s_p3,10,2.44E-07,0
3-year,O3,conventional,oat,s_p4,9,4.21E-09,0
3-year,O3,conventional,oat,s_p5,8,8.02E-10,0
3-year,O3,conventional,oat,s_p6,7,5.01E-11,0
3-year,O3,conventional,oat,f_1,26,0.818174296,0.82
3-year,O3,conventional,oat,f_2,31,3.704364269,3.7
3-year,O3,conventional,oat,f_3,19,0.324547408,0.32
3-year,O3,conventional,oat,f_4,23,0.512555735,0.51
3-year,O3,conventional,oat,f_5,18,0.166515857,0.17
3-year,O3,conventional,oat,f_6,17,0.166452989,0.17
